CMPD_CHEMBLID,MOLWEIGHT,ALOGP,PSA,CANONICAL_SMILES,IC50,STANDARD_UNITS,ASSAY_ORGANISM,PUBMED_ID
CHEMBL1476181,401.95,4.69,73.47,CC1CCCN(CCCNC(=O)c2cc3c(Cl)nc4ccccc4c3s2)C1,3503,nM,7,51887
CHEMBL480998,344.43,2.63,109.25,CC(C)(C)NS(=O)(=O)c1cccc(c1)c2ccc3[nH]nc(N)c3c2,3550,nM,,19019674
CHEMBL1334315,330.38,3.96,87.72,CC(C)C1C(=C(N)Oc2[nH]nc(c3ccc4ccccc4c3)c12)C#N,3565,nM,7,51887
CHEMBL461140,401.46,3.16,82.61,CN(C)CCOc1ccc(\C=C\c2cc(ccn2)c3cc4C(=O)NC=Nc4[nH]3)cc1,3600,nM,,18945615
CHEMBL2030386,364.19,1.55,78.07,O[C@@H]1CCN(CC2=Nc3c(oc4ccc(Br)cc34)C(=O)N2)C1,3600,nM,,22542012
CHEMBL2152252,453.85,2.47,135.44,CNC(=O)c1nc(cnc1N)c2ccc(Cl)c(c2)S(=O)(=O)Nc3cccc(F)c3F,3600,nM,,22548342
CHEMBL2152253,449.89,2.75,135.44,CNC(=O)c1nc(cnc1N)c2ccc(Cl)c(c2)S(=O)(=O)Nc3cccc(F)c3C,3600,nM,,22548342
CHEMBL2376436,419.48,2.64,109,C[C@H](NC(=O)c1c[nH]c2ncc(Oc3ccc4CC[C@@H](NC(=O)C)c4c3)nc12)C5CC5,3610,nM,Homo sapiens,23541670
CHEMBL1411125,368.38,3.12,85.22,COc1cc(\C=C\2/COC\C(=C/c3ccc(O)c(OC)c3)\C2=O)ccc1O,3615,nM,7,51887
CHEMBL3214200,323.35,3.32,85.49,CCCC1=Nc2ccccc2C(=O)N1\N=C\c3ccc(O)c(O)c3,3619,nM,7,51887
CHEMBL1470321,457.54,4.28,119.77,Cc1cccc(CS(=O)(=O)c2oc(nn2)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)c1,3644,nM,7,51887
CHEMBL1431684,374.19,3.35,80.71,Cc1nc(c(Br)n1CC(=O)c2ccc3ccccc3c2)[N+](=O)[O-],3676,nM,7,51887
CHEMBL1599994,357.34,2.77,145.4,[O-][N+](=O)c1oc(cc1)C(=O)Nc2cccc(NC(=O)c3cccs3)c2,3699,nM,7,51887
CHEMBL3125863,426.44,3.08,111.69,Fc1ccc(Cc2cnc(NC(=O)CCC3=Nc4ccccc4C(=O)N3)s2)cc1F,3700,nM,Homo sapiens,24569110
CHEMBL3314282,391.35,2.8,115.31,[Na+].Oc1ccc(cc1C(=O)[O-])c2nc(c3ccc(F)cc3)c([nH]2)C4=CC(=O)NC=C4,3710,nM,Homo sapiens,24930833
CHEMBL1549175,461.51,4,119.77,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)c2oc(nn2)S(=O)(=O)Cc3cccc(F)c3,3741,nM,7,51887
CHEMBL1525669,291.78,3.66,46.92,CC(C)(C)c1cc(NC(=O)CCl)n(n1)c2ccccc2,3759,nM,7,51887
CHEMBL1470728,261.34,5.1,19.66,[I-].Cc1cc2[nH]c3c(c[n+](C)c4ccccc34)c2cc1C,3850,nM,7,51887
CHEMBL480412,323.39,2.83,95.83,CC(C)(C)NC(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2,3900,nM,,19019674
CHEMBL1938643,368.45,2.2,108.72,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)N4CCOCC4,3940,nM,,22087750
CHEMBL1290090,446.28,5.57,54.02,CC(Nc1nc2C=CNC(=O)c2cc1c3ccc(F)cc3)c4cc(F)c(Cl)cc4Cl,3940,nM,,21044843
CHEMBL1938656,462.59,2.06,160.02,COCCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,3950,nM,Homo sapiens,22087750
CHEMBL1290650,323.3,3.41,54.02,Fc1cccc(Nc2nc3C=CNC(=O)c3c4cc(F)ccc24)c1,4100,nM,,21044843
CHEMBL1091190,561.65,4.06,116.3,COc1cc(cc(OC)c1OC)c2cnc3cc(C)cc(c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2,4200,nM,,20231096
CHEMBL3314279,562.53,3.55,133.82,CCOP(=O)(CCn1cc(nn1)c2ccc(cc2)c3nc(c4ccc(F)cc4)c([nH]3)C5=CC(=O)NC=C5)OCC,4200,nM,Homo sapiens,24930833
CHEMBL1466593,352.32,1.05,121.69,COc1cccc(F)c1C(C[N+](=O)[O-])C2=C(N)N(C)C(=O)N(C)C2=O,4217,nM,7,51887
CHEMBL2376157,432.41,.76,132.07,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3ncn4cc(F)ccc34)C(=O)N5CC(C5)C#N,4230,nM,Homo sapiens,23540648
CHEMBL1393319,355.44,3.96,55.11,Cc1nn2c(NCc3ccccn3)c4CCCc4nc2c1c5ccccc5,4277,nM,7,51887
CHEMBL1306583,392.31,4.27,75.64,Br.CCCCN1C(=N)N(CC(=O)c2ccc(Br)s2)c3ccccc13,4365,nM,7,51887
CHEMBL1305275,270.76,1.83,58.2,ClCC(=O)NC(=O)NC12CC3CC(CC(C3)C1)C2,4373,nM,7,51887
CHEMBL1562235,401.95,4.62,73.47,CC1CCN(CCCNC(=O)c2cc3c(Cl)nc4ccccc4c3s2)CC1,4387,nM,7,51887
CHEMBL3357977,352.41,-.01,119.67,CN(C(=O)N[C@H]1CCCN(C1)S(=O)(=O)C)c2cnc3[nH]ccc3n2,4410,nM,Homo sapiens,25262541
CHEMBL1505902,240.65,.8,66.4,CN1C(=O)N(C)c2nc(Cl)c(C)nc2C1=O,4555,nM,7,51887
CHEMBL1325021,356.8,3.53,51.54,COc1ccccc1N(C(=O)CCl)c2cn(C(=O)C)c3ccccc23,4605,nM,7,51887
CHEMBL585,253.26,1.02,129.62,Nc1nc(N)c2nc(c(N)nc2n1)c3ccccc3,4613,nM,7,51887
CHEMBL1576722,334.31,2.7,149.98,COc1ccccc1c2oc(Sc3nc(nn3C)[N+](=O)[O-])nn2,4653,nM,7,51887
CHEMBL571526,353.35,3.2,112.4,C[C@@H](Oc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3,4666,nM,,19857966
CHEMBL1365696,423.53,4.02,119.77,CCC(C)[C@@H](NC(=O)OC(C)(C)C)c1oc(nn1)S(=O)(=O)Cc2cccc(C)c2,4670,nM,7,51887
CHEMBL1650953,440.42,3.38,77.23,FC(F)(F)c1ccc(cc1C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)N5CCNCC5,4700,nM,,21155605
CHEMBL568816,331.37,2.37,94.02,C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccccc4,4700,nM,,19857967
CHEMBL1938660,531.69,2.08,163.26,CC(C)(C)NS(=O)(=O)c1ccc(cc1)c2cc3c(N)ncc(C(=O)NCCCN4CCOCC4)c3s2,4720,nM,,22087750
CHEMBL1450393,312.37,.69,118.7,CCCC(=O)N(C1CC(C)C(C#N)(C#N)C1(C#N)C#N)N(C)C,4768,nM,7,51887
CHEMBL247866,442.55,5.54,63.42,CC(C)Nc1ncnc2oc(c3ccc(OCCN4CCCC4)cc3)c(c5ccccc5)c12,4891,nM,,17280833
CHEMBL1789941,306.37,2.88,83.18,N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,4982,nM,Homo sapiens,25369270
CHEMBL592033,392.25,4.37,60.94,Oc1ccc(cc1Br)C2Nc3ccccc3c4ccnc5[nH]cc2c45,5000,nM,Homo sapiens,19945871
CHEMBL2207763,470.35,3.71,87.22,CC(=O)Nc1ccc(cc1)c2ccnc(NCC3CN(C3)C(=O)c4c(Cl)cccc4Cl)n2,5000,nM,,23127890
CHEMBL1288001,358.35,3.68,89.07,CN(C)c1cccc(Nc2nc(N)n(n2)C(=O)c3c(F)cccc3F)c1,5000,nM,Homo sapiens,21106455
CHEMBL551570,481.63,5.85,47.63,COc1nc(C)cc2N(CCc3ccccc3)CCc4c([nH]c5cc(ccc45)N6CCN(C)CC6)c12,5100,nM,,19362847
CHEMBL1599132,311.35,4.85,50.19,Cc1nc(O)c(C(=O)\C=C\c2ccccc2F)c3CCCCc13,5185,nM,7,51887
CHEMBL1318943,293.36,2.68,53.14,[O-][N+]1=C2C=CC(=CC2=NC13CCCCC3)Nc4ccccc4,5197,nM,7,51887
CHEMBL1307636,373.65,3.07,58.65,Clc1ncc(cc1Br)S(=O)(=O)N2CCc3ccccc23,5308,nM,7,51887
CHEMBL1449794,457.54,4.28,119.77,Cc1ccccc1CS(=O)(=O)c2oc(nn2)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C,5328,nM,7,51887
CHEMBL1302460,442.51,5.4,95.5,Cc1ccc(NC(=O)C(=Cc2ccc(cc2)C(=O)O)C(=O)Nc3ccc(C)cc3C)c(C)c1,5462,nM,7,51887
CHEMBL2325903,286.37,2.54,70.67,C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)C,5480,nM,Homo sapiens,23214979
CHEMBL591800,347.8,4.29,60.94,Oc1ccc(C2Nc3ccccc3c4ccnc5[nH]cc2c45)c(Cl)c1,5600,nM,Homo sapiens,19945871
CHEMBL1559437,324.42,2.12,97.46,Oc1ccc(cc1)N2CCN(CC2)S(=O)(=O)c3cccs3,5658,nM,7,51887
CHEMBL3196363,385.46,3.92,59.3,Oc1ccc(\C=N\N2CCN(CC2)C3c4ccccc4c5ccccc35)cc1O,5677,nM,7,51887
CHEMBL2322138,240.3,2.75,46.5,C1CCC(CC1)n2cnc3cnc4[nH]ccc4c23,5700,nM,Homo sapiens,23265875
CHEMBL481585,244.68,2.94,67.59,Nc1n[nH]c2ccc(cc12)c3cccc(Cl)n3,5800,nM,,19019674
CHEMBL1574219,323.37,3.38,106.16,CCCn1c(CC)nc(c1S(=O)(=O)c2ccccc2)[N+](=O)[O-],5896,nM,7,51887
CHEMBL1981883,322.21,5.67,60.83,Oc1ccc(Cl)cc1\N=C\c2sc3ccccc3c2Cl,5938,nM,7,51887
CHEMBL3112617,364.78,4.12,62.55,Clc1ccccc1c2oc(\C=C\3/C(=O)NN(C3=O)c4ccccc4)cc2,6000,nM,Homo sapiens,23993776
CHEMBL2159198,254.33,3.01,46.5,Cc1nc2cnc3[nH]ccc3c2n1C4CCCCC4,6000,nM,Homo sapiens,23265875
CHEMBL53898,322.36,3.22,93.35,Oc1ccc(\C=C(/C#N)\C(=O)NCCCc2ccccc2)cc1O,6007,nM,7,51887
CHEMBL1326817,334.33,.84,121.69,COc1ccccc1C(C[N+](=O)[O-])C2=C(N)N(C)C(=O)N(C)C2=O,6492,nM,7,51887
CHEMBL569757,408.5,2.01,105.53,CCCN(CC)C(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,6500,nM,,19857967
CHEMBL1588408,264.28,3.93,46.53,Oc1cccc2c(OC(=O)c3ccccc3)cccc12,6512,nM,7,51887
CHEMBL1478382,262.69,2.42,55.12,Cn1c(Cl)cnc1\C=C\C(=O)c2ccccc2O,6561,nM,7,51887
CHEMBL3314283,338.38,1.84,69.81,Fc1ccc(cc1)c2nc([nH]c2C3=CC(=O)NC=C3)C4CCNCC4,6620,nM,Homo sapiens,24930833
CHEMBL3211859,479.49,3.04,157.63,COc1cccc(\C=N\NC(=O)c2[nH]c(C)c(C(=O)N\N=C\c3cccc(OC)c3O)c2C)c1O,6662,nM,7,51887
CHEMBL564201,245.19,-2.43,131.69,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2N=CC(=O)NC2=O,6798,nM,7,51887
CHEMBL1232805,174.09,-1.24,95.5,OC(=O)C1=C(F)C(=O)NC(=O)N1,6871,nM,7,51887
CHEMBL1348654,246.22,2.51,88.06,Cc1cccc(NC(=O)c2oc(cc2)[N+](=O)[O-])c1,6884,nM,7,51887
CHEMBL3398138,375.44,2.9,107.98,Cc1ccccc1S(=O)(=O)Nc2cnc(N3CCCCC3)c(c2)C(=O)O,6900,nM,Homo sapiens,25650310
CHEMBL570206,365.82,3.04,94.02,C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(Cl)cc4,6900,nM,,19857967
CHEMBL1533676,338.45,5.03,88.55,COc1ccc2nc(C)cc(Sc3nc4ccccc4s3)c2c1,6962,nM,7,51887
CHEMBL1081378,402.38,3.16,85.17,Fc1cccc2[C@H](CCOc12)N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56,7000,nM,Homo sapiens,19836234
CHEMBL1530569,382.41,4.58,77.38,Oc1ccccc1OCCOc2ccccc2OCCOc3ccccc3O,7122,nM,7,51887
CHEMBL221038,342.4,3.67,68.52,C1C[C@H](Nc2ccnc(n2)n3cnc4ccncc34)c5ccccc5C1,7218,nM,Homo sapiens,16934457
CHEMBL1597039,305.82,4.57,54.4,Cc1ccc(C)c(Sc2ccc(NC(=O)CCl)cc2)c1,7255,nM,7,51887
CHEMBL1511663,401.48,3.71,103.29,Oc1ccc(\C=C\C(=O)c2ccc(cc2)S(=O)(=O)N3CCCCCC3)cc1O,7505,nM,7,51887
CHEMBL1561655,358.46,4.15,86.83,COc1ccc(cc1OC)C2=Nn3c(SC2)nnc3C4CCCCC4,7519,nM,7,51887
CHEMBL1972249,265.26,2.81,69.89,OC1=C\C(=N\c2ccc(O)cc2)\C(=O)c3ccccc13,7532,nM,7,51887
CHEMBL1980982,280.77,2.65,57.97,Cc1ccc(CN2C=CS/C/2=N\C(=O)CCl)cc1,7757,nM,7,51887
CHEMBL1938657,475.63,2.33,154.04,CN(C)CCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,7830,nM,Homo sapiens,22087750
CHEMBL1976304,362.81,2.21,84.5,COC1(OC)C(\C=C\c2ccc(Cl)cc2)C(C#N)(C#N)C1(OC)OC,7832,nM,7,51887
CHEMBL1242977,479.45,5.49,89.03,CNc1nccc(n1)c2cccnc2Oc3ccc(NC(=O)c4cccc(c4)C(F)(F)F)cc3C,8000,nM,,20684549
CHEMBL2207761,458.34,3.7,96.01,CC(=O)Nc1ccc(cc1)c2ccnc(NCCCNC(=O)c3c(Cl)cccc3Cl)n2,8138,nM,Homo sapiens,23127890
CHEMBL1443757,355.43,2.62,61.68,CCCn1c(CN(C)Cc2ccccc2)nc3N(C)C(=O)N(C)C(=O)c13,8174,nM,7,51887
CHEMBL1524363,380.44,4.06,53.05,COc1ccc(N2CCc3c(C)nc4c(OC)cc(OC)cc4c23)c(OC)c1,8322,nM,7,51887
CHEMBL247468,512.65,4.37,78.69,C(CN1CCNCC1)Nc2ncnc3oc(c4ccc(OCCN5CCCC5)cc4)c(c6ccccc6)c23,8333,nM,,17280833
CHEMBL1311354,289.67,3.14,72.03,O\C(=C/C1=Nc2cc(Cl)ccc2OC1=O)\c3occc3,8349,nM,7,51887
CHEMBL1290308,359.47,1.54,86.36,CC(Nc1nc2C=CNC(=O)c2cc1C(=O)NCCN(C)C)C(C)(C)C,8350,nM,,21044843
CHEMBL1472103,285.13,2.63,55.13,ClCC(=O)NCc1onc(c1)c2ccc(Cl)cc2,8352,nM,7,51887
CHEMBL1520801,365.01,4.1,63.64,Cc1nc(c(Br)n1Cc2ccc(Cl)c(Cl)c2)[N+](=O)[O-],8441,nM,7,51887
CHEMBL3398127,394.38,3.41,118.3,COc1cccc(NC(=O)c2cnc(Nc3cccc(OC)c3)c(c2)[N+](=O)[O-])c1,8500,nM,Homo sapiens,25650310
CHEMBL1170485,200.23,2.79,26.3,O=C1OC(CC=C1)\C=C\c2ccccc2,8516,nM,7,51887
CHEMBL519279,307.39,2.9,61.18,CN1CCN(CC1)c2ccc(cc2)c3ccc4[nH]nc(N)c4c3,8580,nM,,19019674
CHEMBL560919,282.29,3.8,66.76,CC1=C(Cc2ccccc2)C(=O)Oc3c(O)c(O)ccc13,8616,nM,7,51887
CHEMBL1424355,280.32,4.26,58.14,COc1ccc(cc1)c2cc([nH]n2)c3cc(C)ccc3O,8759,nM,7,51887
CHEMBL3125862,457.59,3.67,170.27,O=C1NC(=Nc2sc(cc12)c3ccccc3)CSc4nnc(NCC5CCCO5)s4,8900,nM,Homo sapiens,24569110
CHEMBL2325894,338.36,.16,114.76,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(=O)N4CC(C4)C#N,8900,nM,Homo sapiens,23214979
CHEMBL1650954,399.37,3.96,65.2,CN(C)c1ccc(c(c1)C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)C(F)(F)F,9150,nM,,21155605
CHEMBL479619,199.21,1.66,83.38,Nc1n[nH]c2ccc(cc12)c3cc[nH]n3,9300,nM,,19019674
CHEMBL3398129,463.49,3.66,112.75,COc1cccc(NC(=O)c2cnc(N3CCN(CC3)c4ccccc4OC)c(c2)[N+](=O)[O-])c1,9500,nM,Homo sapiens,25650310
CHEMBL1481601,279.72,3.62,58.89,CC(C)(C)\C(=C\C1=Nc2cc(Cl)ccc2OC1=O)\O,9549,nM,7,51887
CHEMBL3114772,457.46,3.34,108.14,Fc1cc(NCCOc2ccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)cc2)ccn1,9687,nM,Homo sapiens,24461299
CHEMBL590109,425.51,3.76,139.66,NCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16,10000,nM,,19926477
CHEMBL1947159,385.46,3.67,70.15,CN1C\C=C\CC(=O)Nc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,10000,nM,1,60939
CHEMBL1287910,359.29,3.15,123.13,Nc1nc(Nc2cccc(c2)C(=O)O)nn1C(=O)c3c(F)cccc3F,10000,nM,Homo sapiens,21106455
CHEMBL1448,327.12,3.6,95.15,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-],10000,nM,,
CHEMBL2062788,211.22,.77,69.09,Nc1nc2c(cccn2n1)c3cccnc3,10000,nM,Homo sapiens,22594690
CHEMBL1933576,475.47,4.9,101.54,CN1CCN(CC1)c2ccc(OC(F)(F)F)c(Nc3nccc(n3)c4cc(cn4C)C(=O)N)c2,10000,nM,,22154349
CHEMBL3262359,403.48,3.14,109.36,Cn1ccc2cccc(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc5N=CNC(=O)c35)c12,10000,nM,Homo sapiens,24726806
CHEMBL1288062,369.35,3.52,112.13,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccccc3F)c1,10000,nM,Homo sapiens,21106455
CHEMBL1933582,501.5,5.19,87.55,CN1CCN(CC1)c2ccc(OC(F)(F)F)c(Nc3nccc(n3)c4cc5C(=O)NCCc5n4C)c2,10000,nM,,22154349
CHEMBL3114765,453.47,3.43,90.12,Fc1cc(ccn1)N2CC(C2)c3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3,10000,nM,Homo sapiens,24461299
CHEMBL3114782,342.32,1.57,92.35,Fc1cc(NCCOc2cccc(NC3=CC(=O)NC3=O)c2)ccn1,10000,nM,Homo sapiens,24461299
CHEMBL374854,302.33,2.65,68.52,C(Nc1ccnc(n1)n2cnc3ccncc23)c4ccccc4,10000,nM,Homo sapiens,16934457
CHEMBL1650951,526.51,3.3,105.74,CC(C)(O)C(=O)N1CCN(CC1)c2ccc(c(c2)C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)C(F)(F)F,10000,nM,Homo sapiens,24461299
CHEMBL1230607,361.48,1.9,81.33,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C3CCN(C)CC3)C2(C)C,10000,nM,,20153204
CHEMBL3309997,363.37,2.05,93.8,OCCCNc1ccc2c(c1)nc(c3ccc4OCOc4c3)n5ncnc25,10000,nM,Homo sapiens,24980703
CHEMBL2063926,505.68,4.05,119.43,CSc1ccccc1Nc2nc(nc3c(NCC4CC4)ncnc23)N5CCN(CC5)C6CCNCC6,10000,nM,Homo sapiens,22795331
CHEMBL3402479,328.76,2.87,112.71,Cc1ccc(Cl)cc1n2nc(cc2C(=O)N)c3ccnc(N)n3,10000,nM,Homo sapiens,25882525
CHEMBL1947160,385.46,3.64,70.15,CN1C\C=C\CNC(=O)c2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,10000,nM,1,60939
CHEMBL1946152,386.49,5.02,50.28,CN1C\C=C\CCOc2cccc(c2)c3cc(C)nc(Nc4cccc(C1)c4)n3,10000,nM,1,60939
CHEMBL3309995,334.33,1.79,113.58,Nc1ccc2c(c1)nc(Cc3ccc4OCOc4c3)n5nc(N)nc25,10000,nM,Homo sapiens,24980703
CHEMBL1651521,348.39,2.98,93.06,COc1cc(O)c2C(=O)O[C@@H](C)C\C=C/C(=O)C[C@@H](O)CCCc2c1,10000,nM,,
CHEMBL1288032,316.27,2.37,98.72,Nc1nc(Nc2cccnc2)nn1C(=O)c3c(F)cccc3F,10000,nM,Homo sapiens,21106455
CHEMBL1287971,315.28,3.52,85.83,Nc1nc(Nc2ccccc2)nn1C(=O)c3c(F)cccc3F,10000,nM,Homo sapiens,21106455
CHEMBL3114770,413.43,2.19,101.04,O=C1NC(=O)C(=C1Nc2ccccc2OCCn3ccnc3)c4c[nH]c5ccccc45,10000,nM,Homo sapiens,24461299
CHEMBL3114763,467.49,3.88,90.12,Fc1cc(ccn1)N2CCC(C2)c3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3,10000,nM,Homo sapiens,24461299
CHEMBL1287812,387.34,3.73,112.13,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3c(F)cccc3F)c1,10000,nM,Homo sapiens,21106455
CHEMBL56543,294.3,2.44,93.35,Oc1ccc(\C=C(/C#N)\C(=O)NCc2ccccc2)cc1O,10000,nM,,14593182
CHEMBL1650952,374.29,4,61.96,Fc1ccc(c(c1)C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)C(F)(F)F,10000,nM,,21155605
CHEMBL455428,368.41,2.85,84.72,CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1F,10000,nM,,18986805
CHEMBL1945048,454.44,5.08,67.35,FC(F)(F)C(=O)N1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,10000,nM,1,60939
CHEMBL3114768,413.43,2.19,101.04,O=C1NC(=O)C(=C1Nc2ccc(OCCn3ccnc3)cc2)c4c[nH]c5ccccc45,10000,nM,Homo sapiens,24461299
CHEMBL222028,315.37,3.81,55.63,C[C@H](Nc1ccnc(n1)n2ccc3ccncc23)c4ccccc4,10000,nM,Homo sapiens,16934457
CHEMBL3039513,392.38,2.75,95.58,CC[C@@](C)(Nc1ccnc(n1)c2c[nH]c3ncccc23)C(=O)NCC(F)(F)F,10000,nM,Homo sapiens,24417533
CHEMBL3360356,411.45,3.87,62.53,FC1(F)CCN(Cc2ccc(cc2)c3cccc4nc(NC(=O)C5CC5)nn34)CC1,10000,nM,Homo sapiens,25369270
CHEMBL3114767,413.43,2.19,101.04,O=C1NC(=O)C(=C1Nc2cccc(OCCn3ccnc3)c2)c4c[nH]c5ccccc45,10000,nM,Homo sapiens,24461299
CHEMBL217937,330.39,3.29,68.52,C[C@H](Nc1ccnc(n1)n2c(C)nc3ccncc23)c4ccccc4,10000,nM,Homo sapiens,16934457
CHEMBL3114766,427.46,2.26,101.04,O=C1NC(=O)C(=C1Nc2cccc(OCCCn3ccnc3)c2)c4c[nH]c5ccccc45,10000,nM,Homo sapiens,24461299
CHEMBL1650956,441.4,3.65,74.43,FC(F)(F)c1ccc(cc1C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)N5CCOCC5,10000,nM,,21155605
CHEMBL3114762,483.49,3.61,99.35,Fc1cc(ccn1)N2CC[C@H](C2)Oc3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3,10000,nM,Homo sapiens,24461299
CHEMBL3114773,457.46,3.34,108.14,Fc1cc(NCCOc2ccccc2NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)ccn1,10000,nM,Homo sapiens,24461299
CHEMBL1945559,363.24,2.23,69.84,Cn1c2C(=O)NC3(CCNCC3)C(C#N)c2c4ccc(Cl)c(Cl)c14,10000,nM,,22136433
CHEMBL604712,376.4,3.52,78.09,CC(C)(C)C(=O)N1Cc2c(NC(=O)c3cc(F)cc(F)c3)n[nH]c2C1(C)C,10000,nM,,20153204
CHEMBL3298400,345.46,2.43,91.37,CC(C)(C)CNC(=O)CC1CNC(=O)c2cc(cn12)c3ccsc3,10000,nM,Homo sapiens,24139169
CHEMBL473773,376.2,3.95,76.5,COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC,10000,nM,,14593182
CHEMBL3357634,447.87,4.05,79.38,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C(=C\CN(C)C)\F,10000,nM,Homo sapiens,25409491
CHEMBL1270795,343.43,2.4,137.32,CSc1cn2c(cnc2c(Nc3cc(C)ns3)n1)c4cn[nH]c4,10000,nM,,20674350
CHEMBL1944872,428.57,6.2,50.28,CC(C)(C)CN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,10000,nM,1,60939
CHEMBL1085511,499.61,4.01,101.02,CC(C)COC(=O)Nc1ccc(cc1)c2cnc3c(cnn3c2N)c4ccc(cc4)N5CCN(C)CC5,10000,nM,,20483608
CHEMBL3114764,481.52,4.27,90.12,Fc1cc(ccn1)N2CCC(CC2)c3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3,10000,nM,Homo sapiens,24461299
CHEMBL3114784,497.52,4.19,99.35,Fc1cc(ccn1)N2CCCC(C2)Oc3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3,10000,nM,Homo sapiens,24461299
CHEMBL565612,438.48,3.48,94.22,CN1CCN(CC1)c2nc(C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c6ccccc6n2,10000,nM,Homo sapiens,19827831
CHEMBL98,264.32,2.01,78.43,ONC(=O)CCCCCCC(=O)Nc1ccccc1,10000,nM,Homo sapiens,25800646
CHEMBL253292,489.4,5.52,91.41,CCN(CC)CCOc1ccc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc1,10000,nM,,18248988
CHEMBL3309998,378.38,1.8,119.82,Nc1nc2c3ccc(NCCO)cc3nc(Cc4ccc5OCOc5c4)n2n1,10000,nM,Homo sapiens,24980703
CHEMBL405130,297.31,3.2,76.5,COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC,10000,nM,,14593182
CHEMBL3310151,435.45,2.86,94.04,CN1CCN(CC1)c2cc(F)c3c(c2)nc(Cc4ccc5OCOc5c4)n6nc(N)nc36,10000,nM,Homo sapiens,24980703
CHEMBL1946153,441.57,5.9,53.52,CN1C\C=C\CCOc2cccc(c2)c3cc(nc(Nc4cccc(C1)c4)n3)N5CCCC5,10000,nM,1,60939
CHEMBL319556,488.36,5.9,44.37,Fc1ccc(c(F)c1)c2cc(cc3N(C(=O)NCc23)c4c(Cl)cccc4Cl)C5CCNCC5,10000,nM,,12482439
CHEMBL1990583,405.39,1.91,126.44,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,10000,nM,Homo sapiens,22727637
CHEMBL3114769,427.46,2.26,101.04,O=C1NC(=O)C(=C1Nc2ccc(OCCCn3ccnc3)cc2)c4c[nH]c5ccccc45,10000,nM,Homo sapiens,24461299
