CMPD_CHEMBLID,MOLWEIGHT,ALOGP,PSA,CANONICAL_SMILES,IC50,STANDARD_UNITS,ASSAY_ORGANISM,PUBMED_ID
CHEMBL3403534,327.77,3.09,99.82,Cc1ccc(Cl)cc1n2cc(cc2C(=O)N)c3ccnc(N)n3,216,nM,Homo sapiens,25882525
CHEMBL1945822,553.62,6.32,62.75,FC(F)(F)CN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4ccc(OCCN5CCCC5)c(C1)c4)n3,220,nM,1,60939
CHEMBL1945706,514.66,4.81,65.99,CN1CCN(CCOc2ccc3Nc4nccc(n4)c5cccc(OCC\C=C\CN(C)Cc2c3)c5)CC1,220,nM,1,60939
CHEMBL3402480,327.77,2.91,99.82,Cc1ccc(Cl)cc1c2cn(cc2C(=O)N)c3ccnc(N)n3,220,nM,Homo sapiens,25882525
CHEMBL231949,463.54,1.68,106.23,COC[C@H](C)Nc1nc(nc2c1cc(C(=O)N3CCN(C)CC3)n2C)n4cnc5ccncc45,222,nM,,17189692
CHEMBL120563,240.43,4.2,121.26,CN(C)C(=S)SSC(=S)N(C)C,223,nM,7,51887
CHEMBL3354189,392.5,3.95,68.09,COC1CCN(CC1)c2nccc(Nc3cc4c(ccn4C5CCCC5)cn3)n2,225,nM,Homo sapiens,25383627
CHEMBL3335677,302.33,-.53,103.01,CC(=O)N1CCC(CC1)NC(=O)Nc2cnc3[nH]ccc3n2,226,nM,Homo sapiens,25262541
CHEMBL3234886,313.35,3.57,96.25,NC(=O)c1cc(sc1Nc2cc(F)ccn2)c3ccccc3,227,nM,Homo sapiens,24666646
CHEMBL1944700,372.46,4.23,50.28,CN1C\C=C\COCc2cccc(Nc3nccc(n3)c4cccc(C1)c4)c2,230,nM,1,60939
CHEMBL1835014,272.28,2.08,83.8,CCNc1ncc(C(=O)N)c2[nH]c3ccc(F)cc3c12,230,nM,,21942426
CHEMBL1835014,272.28,2.08,83.8,CCNc1ncc(C(=O)N)c2[nH]c3ccc(F)cc3c12,230,nM,,21942426
CHEMBL1835014,272.28,2.08,83.8,CCNc1ncc(C(=O)N)c2[nH]c3ccc(F)cc3c12,230,nM,,21942426
CHEMBL1835027,298.31,2.54,75.01,NC(=O)c1cnc(N2CCCC2)c3c4cc(F)ccc4[nH]c13,230,nM,,21942426
CHEMBL3335679,338.39,-.73,128.45,CS(=O)(=O)N1CCC(CC1)NC(=O)Nc2cnc3[nH]ccc3n2,234,nM,Homo sapiens,25262541
CHEMBL386760,686.8,6.83,119.98,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c3ccnc(Nc4cc(OC)c(OCCCN5CCN(C)CC5)c(OC)c4)n3)c(OC)c1,240,nM,Homo sapiens,16884310
CHEMBL2177122,387.22,2.81,77.11,Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)c4c(Cl)cccc4Cl,242,nM,Homo sapiens,23061660
CHEMBL3417188,501.58,4.14,116.68,ONC(=O)CCCCC(=O)N1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,246,nM,Homo sapiens,25800646
CHEMBL3330113,403.86,4.9,96.69,Cc1ccc(Cl)cc1c2[nH]c(cc2C(=O)Nc3ccccc3)c4ccnc(N)n4,247,nM,Homo sapiens,25009002
CHEMBL1934334,486.57,3.96,107.01,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4OC)C5CCN(CC(=O)N)CC5)nn23,250,nM,Homo sapiens,22169263
CHEMBL3359911,244.29,1.27,72.42,NC(=O)c1cnn2cccc2c1NC3CCCC3,250,nM,Homo sapiens,25453808
CHEMBL2376330,296.32,2.48,79.9,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12,250,nM,Homo sapiens,23541670
CHEMBL568866,408.5,1.97,105.53,CCN(CC)C(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cc(C)cnc34,260,nM,,19857967
CHEMBL3330110,385.85,3.2,105.92,COCCNC(=O)c1cc([nH]c1c2cc(Cl)ccc2C)c3ccnc(N)n3,268,nM,Homo sapiens,25009002
CHEMBL3234890,309.39,3.65,96.25,Cc1cccc(Nc2sc(cc2C(=O)N)c3ccccc3)n1,270,nM,Homo sapiens,24666646
CHEMBL1080332,403.34,3.35,99.72,Fc1cccc(CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N)c1F,270,nM,Homo sapiens,19836234
CHEMBL584052,341.36,2.93,78.01,Oc1ccc(cc1)C2C(=O)Nc3ccccc3c4ccnc5[nH]cc2c45,270,nM,Homo sapiens,20014869
CHEMBL569966,363.39,3.1,94.02,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,270,nM,,19857967
CHEMBL1289217,315.34,1.84,74.25,CC(C)(CO)CNc1nc2C=CNC(=O)c2c3cc(F)ccc13,274,nM,,21044843
CHEMBL3313935,375.35,3.04,95.08,[Na+].[O-]C(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)C4=CC(=O)NC=C4,274,nM,Homo sapiens,24930833
CHEMBL1945050,402.49,4.72,59.51,COc1ccc2Nc3nccc(n3)c4cccc(OCC\C=C\CN(C)Cc1c2)c4,280,nM,1,60939
CHEMBL3359920,301.39,.68,98.44,C[C@@]1(N)CC[C@@H](Nc2c(cnn3cccc23)C(=O)N)C1(C)C,280,nM,Homo sapiens,25453808
CHEMBL1934347,428.49,2.12,114.33,NC(=O)CN1CCC(CC1)c2ccc(Nc3ncc4ccc(c5cnccn5)n4n3)cc2,282,nM,Homo sapiens,22169263
CHEMBL1080111,402.38,3.16,85.17,Fc1cccc2C(CCOc12)N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56,285,nM,Homo sapiens,19836234
CHEMBL3262617,391.43,1.31,129.44,N[C@H]1COCC[C@H]1Nc2cc3N=CNC(=O)c3c(Nc4cccc5cc[nH]c45)n2,290,nM,Homo sapiens,24726806
CHEMBL3417185,473.57,4.63,99.61,ONC(=O)CCCCN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,293,nM,Homo sapiens,25800646
CHEMBL1078370,428.49,3.06,94.38,CN(CC#N)C(=O)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,298,nM,,19762238
CHEMBL392371,495.58,3.39,97,C[C@@H](Nc1nc(nc2c1cc(C(=O)N3CCN(C)CC3)n2C)n4cnc5ccncc45)c6ccccc6,298,nM,,17189692
CHEMBL3262625,402.49,3.39,107.85,Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc5C=CNC(=O)c35)cccc12,300,nM,Homo sapiens,24726806
CHEMBL221959,312.37,1.51,88.91,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N,302,nM,Homo sapiens,24417533
CHEMBL1077575,414.46,3.1,103.16,O=C(CC#N)Nc1cccc(c1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,303,nM,,19762238
CHEMBL3330123,343.77,2.62,119.91,COc1ccc(Cl)cc1c2[nH]c(cc2C(=O)N)c3ccnc(N)n3,308,nM,Homo sapiens,25009002
CHEMBL3234877,343.83,4.31,96.25,Cc1cccc(Nc2sc(cc2C(=O)N)c3cccc(Cl)c3)n1,312,nM,Homo sapiens,24666646
CHEMBL2062813,460.51,4.33,75.58,CN1CCN(CC1)c2cccc(Nc3nc4c(cccn4n3)c5ccc(cc5)P(=O)(C)C)c2,318,nM,Homo sapiens,22594690
CHEMBL3234892,295.36,2.83,96.25,NC(=O)c1cc(sc1Nc2cccnc2)c3ccccc3,319,nM,Homo sapiens,24666646
CHEMBL1080333,396.33,3.68,75.94,Fc1ccc2ncn(c3ncc4NC(=O)N(Cc5c(F)cccc5F)c4n3)c2c1,320,nM,Homo sapiens,19836234
CHEMBL510641,244.32,2.07,95.83,Cc1nc(C)c(s1)c2ccc3[nH]nc(N)c3c2,320,nM,,19019674
CHEMBL2325898,378.43,.95,114.76,O=C(N[C@H](C1CC1)C(=O)N2CC[C@@H](C2)C#N)c3c[nH]c4ncc(nc34)C5CC5,321,nM,Homo sapiens,23214979
CHEMBL1079689,347.41,3.17,76.3,Nc1cccc(c1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,322,nM,,19762238
CHEMBL232149,447.54,2.36,97,CN1CCN(CC1)C(=O)c2cc3c(NC(C)(C)C)nc(nc3n2C)n4cnc5ccncc45,323,nM,,17189692
CHEMBL1080395,375.42,2.92,93.36,NC(=O)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,326,nM,,19762238
CHEMBL520947,358.41,1.59,109.69,Nc1n[nH]c2ccc(cc12)c3ccc(cc3)S(=O)(=O)N4CCOCC4,330,nM,,19019674
CHEMBL1235315,455.39,2.9,108.04,FC(F)(F)c1cnc(nc1C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)N5CCC(=O)CC5,330,nM,,21155605
CHEMBL1933346,419.44,1.91,140.07,COc1ccc(cc1OC)c2nc(Nc3cccc(NC(=O)CN)c3)nc4[nH]cnc24,330,nM,,22119465
CHEMBL3403548,395.77,4.12,85.83,CNc1cc(ncn1)c2cc(C(=O)N)n(c2)c3cc(ccc3Cl)C(F)(F)F,331,nM,Homo sapiens,25882525
CHEMBL1081377,402.38,3.16,85.17,Fc1cccc2[C@@H](CCOc12)N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56,333,nM,Homo sapiens,19836234
CHEMBL2062806,476.59,3.77,91.22,CN1CCN(Cc2cccc(Nc3nc4c(cccn4n3)c5ccc(cc5)S(=O)(=O)C)c2)CC1,345,nM,Homo sapiens,22594690
CHEMBL1650727,349.75,2.82,101.5,C[C@@H](Oc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,346,nM,,21138246
CHEMBL1835145,442.44,4,101.62,Cn1cc(cn1)c2ccc3c(c2)[nH]c4c(cnc(N[C@H](C5CCC5)C(F)(F)F)c34)C(=O)N,350,nM,,21942426
CHEMBL3359916,302.37,.71,92.65,C[C@]1(O)C[C@@H](Nc2c(cnn3cccc23)C(=O)N)C(C)(C)C1,350,nM,Homo sapiens,25453808
CHEMBL3314278,484.48,3.6,114.79,CCOC(=O)Cn1cc(nn1)c2ccc(cc2)c3nc(c4ccc(F)cc4)c([nH]3)C5=CC(=O)NC=C5,352,nM,Homo sapiens,24930833
CHEMBL392998,552.61,4.38,145.07,C[C@H](Nc1nc(nc2c1cc(C(=O)NS(=O)(=O)c3ccccc3)n2C)n4cnc5ccncc45)c6ccccc6,359,nM,,17189692
CHEMBL3403535,327.77,2.93,99.82,Cc1ccc(Cl)cc1c2cn(cc2C(=O)N)c3cc(N)ncn3,369,nM,Homo sapiens,25882525
CHEMBL1835039,389.49,4.15,88.72,C[C@H](Nc1ccc(C(=O)N)c2[nH]c3cc(ccc3c12)c4cnn(C)c4)C(C)(C)C,370,nM,,21942426
CHEMBL498859,243.69,3.45,54.7,Nc1n[nH]c2ccc(cc12)c3ccccc3Cl,370,nM,,19019674
CHEMBL1079121,482.46,3.8,103.16,FC(F)(F)c1cc(Nc2nccc(n2)c3ccc(cc3)C(=O)NCC#N)ccc1N4CCOCC4,374,nM,,19762238
CHEMBL2414539,373.41,4.11,92.41,CC(C)c1cc(ccn1)c2cccn3nc(Nc4ccc(cc4)C(=O)O)nc23,379,nM,Homo sapiens,23870430
CHEMBL1822525,565.69,3.51,123.92,COc1cc(ccc1Nc2ncc3ccc(c4ccccc4N(C)S(=O)(=O)C)n3n2)N5CCN(C[C@H](C)O)CC5,379,nM,Homo sapiens,22041060
CHEMBL3359925,288.34,.77,92.65,C[C@@]1(CO)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N,380,nM,Homo sapiens,25453808
CHEMBL3234875,377.38,4.59,96.25,Cc1cccc(Nc2sc(cc2C(=O)N)c3ccc(cc3)C(F)(F)F)n1,380,nM,Homo sapiens,24666646
CHEMBL3330111,383.87,4.52,96.69,CC(C)CNC(=O)c1cc([nH]c1c2cc(Cl)ccc2C)c3ccnc(N)n3,384,nM,Homo sapiens,25009002
CHEMBL2062796,364.42,3.74,84.74,CS(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4ccccc4)nc23,385,nM,Homo sapiens,22594690
CHEMBL3417191,473.57,4.13,99.61,ONC(=O)CCCCN1C\C=C\COCc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,392,nM,Homo sapiens,25800646
CHEMBL1080322,370.79,1.98,85.17,Clc1ccc2ncn(c3ncc4NC(=O)N(C5CCOCC5)c4n3)c2c1,393,nM,Homo sapiens,19836234
CHEMBL3330119,447.92,5.24,105.92,COc1ccc(CNc2nccc(n2)c3cc(C(=O)N)c([nH]3)c4cc(Cl)ccc4C)cc1,394,nM,Homo sapiens,25009002
CHEMBL3234889,309.39,3.85,96.25,Cc1ccnc(Nc2sc(cc2C(=O)N)c3ccccc3)c1,398,nM,Homo sapiens,24666646
CHEMBL3359923,274.32,.51,92.65,C[C@@]1(O)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N,400,nM,Homo sapiens,25453808
CHEMBL2376331,310.35,2.97,79.9,CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(C)c3)nc12,410,nM,Homo sapiens,23541670
CHEMBL576286,357.39,3.12,100.64,CC(C)Oc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,421,nM,,19857966
CHEMBL1081291,410.85,5.58,65.75,COc1cc(Nc2oc3c(cccc3n2)c4cccc(Cl)c4)cc(OC)c1OC,440,nM,,20138510
CHEMBL220484,350.37,2.36,90.89,COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,446,nM,Homo sapiens,16934457
CHEMBL2376440,529.59,2.02,153.1,CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@@H](C(=O)N5CC(C5)C#N)C(C)(C)C)c4n3)cc12,446,nM,Homo sapiens,23541670
CHEMBL2414555,379.44,3.3,97.63,Cc1cc(Nc2nc3cccc(c4cccc(c4)S(=O)(=O)C)n3n2)ccn1,446,nM,Homo sapiens,23870430
CHEMBL2208028,403.48,3.53,79.38,CC(=O)Nc1ccc(cc1)c2nc(Nc3ccc(cc3)N4CCOCC4)ncc2C,447,nM,Homo sapiens,23127890
CHEMBL1933344,412.49,4.45,78.96,CN1C\C=C\CCOc2cccc(c2)c3nc(Nc4cccc(C1)c4)nc5[nH]cnc35,450,nM,,22119465
CHEMBL2208032,418.49,2.56,105.4,C[C@@H](N)C(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,452,nM,Homo sapiens,23127890
CHEMBL3298194,416.43,4.43,94.43,COc1cc(Nc2oc3c(cccc3n2)c4cccc5[nH]cnc45)cc(OC)c1OC,460,nM,Homo sapiens,24534486
CHEMBL1080394,332.4,3.92,50.28,C1CN(CCO1)c2ccc(Nc3nccc(n3)c4ccccc4)cc2,467,nM,,19762238
CHEMBL570217,377.42,3.42,94.02,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,470,nM,,19857967
CHEMBL1080323,361.36,1.2,108.96,O=C1Nc2cnc(nc2N1C3CCOCC3)n4cnc5ccc(cc45)C#N,470,nM,Homo sapiens,19836234
CHEMBL2062811,452.47,5.28,48.7,CN1CCN(CC1)c2cccc(Nc3nc4c(cccn4n3)c5ccc(cc5)C(F)(F)F)c2,476,nM,Homo sapiens,22594690
CHEMBL1923591,526.05,4.35,94.46,CN(c1ccccc1c2ccc3cnc(Nc4ccc(cc4Cl)N5CCN(C)CC5)nn23)S(=O)(=O)C,480,nM,Homo sapiens,22041060
CHEMBL1630791,303.36,.78,85.35,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CO,480,nM,Homo sapiens,21105711
CHEMBL1650730,377.81,2.79,107.54,C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3,488,nM,,21138246
CHEMBL3114776,471.48,3.7,99.35,CN(CCOc1cccc(NC2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)c1)c5ccnc(F)c5,490,nM,Homo sapiens,24461299
CHEMBL3116062,383.36,2.07,106.33,C[C@H](Nc1nc(Nc2cn(C)cn2)c3cc(F)cnc3n1)c4ncc(F)cn4,490,nM,Homo sapiens,24359159
CHEMBL2062800,442.51,3.27,127.26,CS(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4cccc(c4)S(=O)(=O)C)nc23,490,nM,Homo sapiens,22594690
CHEMBL1076221,418.84,3.62,85.17,Clc1ccc2OCCC(N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56)c2c1,500,nM,Homo sapiens,19836234
CHEMBL3314277,442.45,3,108.72,OCCn1cc(nn1)c2ccc(cc2)c3nc(c4ccc(F)cc4)c([nH]3)C5=CC(=O)NC=C5,500,nM,Homo sapiens,24930833
CHEMBL1089814,489.54,4.68,65.94,COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CN5CCOCC5)cc4F)c3n2,501,nM,,20231096
CHEMBL2207764,492.36,5.3,96.01,CC(=O)Nc1ccc(cc1)c2ccnc(Nc3cccc(NC(=O)c4c(Cl)cccc4Cl)c3)n2,505,nM,Homo sapiens,23127890
CHEMBL1946443,402.49,4.72,59.51,COc1ccc2cc1OCC\C=C\CN(C)Cc3cccc(Nc4nccc2n4)c3,510,nM,1,60939
CHEMBL1630789,385.49,2.44,118.28,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)Nc4cc(C)ns4,510,nM,Homo sapiens,21105711
CHEMBL1290423,361.39,1.16,96.54,Fc1ccc2c(NCC3CCS(=O)(=O)C3)nc4C=CNC(=O)c4c2c1,512,nM,,21044843
CHEMBL1938657,475.63,2.33,154.04,CN(C)CCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,515,nM,Homo sapiens,22087750
CHEMBL3234873,452.57,3.32,128.94,CC(C)(O)c1ccc(cc1)c2cc(C(=O)N)c(Nc3cccc(CN4CCOCC4)n3)s2,520,nM,Homo sapiens,24666646
CHEMBL1835151,511.5,3.49,122.05,NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c3c4ccc(cc4[nH]c13)c5cnc(nc5)N6CCOCC6,530,nM,,21942426
CHEMBL1835143,428.41,3.55,101.62,Cn1cc(cn1)c2ccc3c(c2)[nH]c4c(cnc(N[C@@H](C5CC5)C(F)(F)F)c34)C(=O)N,530,nM,,21942426
CHEMBL1078984,357.41,3.8,74.06,N#Cc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,533,nM,,19762238
CHEMBL1784637,582.62,3.64,102.73,CNC(=O)c1ncc(C#Cc2cc(ccc2C)C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(c3)C(F)(F)F)n1C,536,nM,Homo sapiens,21561767
CHEMBL1290534,366.43,2.42,48.47,CN1CCC(CC1)N(C2CC2)c3nc4C=CNC(=O)c4c5cc(F)ccc35,540,nM,,21044843
CHEMBL1078159,414.46,2.86,103.16,O=C(NCC#N)c1cccc(c1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,545,nM,,19762238
CHEMBL3417193,501.58,3.64,116.68,ONC(=O)CCCCC(=O)N1C\C=C\COCc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,547,nM,Homo sapiens,25800646
CHEMBL1078453,442.51,3.65,103.16,CC(C)(NC(=O)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2)C#N,549,nM,,19762238
CHEMBL386637,526.53,4.66,87.38,CN(C)[C@H]1CCCN(C1)c2ccc(cc2NC(=O)c3cc(ccc3F)C#Cc4cnc(N)nc4)C(F)(F)F,550,nM,Homo sapiens,17253679
CHEMBL3417189,529.63,5.05,116.68,ONC(=O)CCCCCCC(=O)N1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,558,nM,Homo sapiens,25800646
CHEMBL569739,346.39,1.55,98.11,CCN(Cc1ccncc1)c2cc(ncn2)c3c(N)nn4cccnc34,560,nM,,19857967
CHEMBL1088423,404.35,2.26,85.17,FC(F)(F)c1ccc2ncn(c3ncc4NC(=O)N(C5CCOCC5)c4n3)c2c1,560,nM,Homo sapiens,19836234
CHEMBL3359909,260.33,1.71,72.42,C[C@H](Nc1c(cnn2cccc12)C(=O)N)C(C)(C)C,570,nM,Homo sapiens,25453808
CHEMBL3393341,317.39,3.88,68.59,C[C@H]1CCCN(C1)c2ncnc3[nH]cc(c4cccc(c4)C#N)c23,575,nM,Homo sapiens,25353650
CHEMBL2376338,336.39,3.54,79.9,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc4CCCc4c3)nc12,580,nM,Homo sapiens,23541670
CHEMBL2208025,389.45,3.04,79.38,CC(=O)Nc1ccc(cc1)c2ccnc(Nc3cccc(c3)N4CCOCC4)n2,591,nM,Homo sapiens,23127890
CHEMBL3417192,487.59,4.58,99.61,ONC(=O)CCCCCN1C\C=C\COCc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,594,nM,Homo sapiens,25800646
CHEMBL323994,287.32,2.48,57.78,O=C1Nc2ccc(cc2/C/1=C/c3ccc[nH]3)c4cccnc4,600,nM,Homo sapiens,16934457
CHEMBL3414599,501.62,5.04,99.61,ONC(=O)CCCCCCN1C\C=C\COCc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,613,nM,Homo sapiens,25800646
CHEMBL2208025,389.45,3.04,79.38,CC(=O)Nc1ccc(cc1)c2ccnc(Nc3cccc(c3)N4CCOCC4)n2,615,nM,Homo sapiens,23127890
CHEMBL3330101,313.74,2.63,110.68,NC(=O)c1cc([nH]c1c2ccccc2Cl)c3ccnc(N)n3,615,nM,Homo sapiens,25009002
CHEMBL3330102,313.74,2.63,110.68,NC(=O)c1cc([nH]c1c2cccc(Cl)c2)c3ccnc(N)n3,617,nM,Homo sapiens,25009002
CHEMBL3039513,392.38,2.75,95.58,CC[C@@](C)(Nc1ccnc(n1)c2c[nH]c3ncccc23)C(=O)NCC(F)(F)F,619,nM,Homo sapiens,24417533
CHEMBL3403536,341.79,3.49,85.83,CNc1cc(ncn1)n2cc(C(=O)N)c(c2)c3cc(Cl)ccc3C,620,nM,Homo sapiens,25882525
CHEMBL1290196,322.4,2.99,66.91,CC(Nc1nc2C=CNC(=O)c2cc1c3ccccn3)C(C)(C)C,630,nM,,21044843
CHEMBL2012881,280.28,1.55,80.72,OCC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc[nH]4,650,nM,,22342147
CHEMBL3191989,335.64,3.49,57.97,ClCC(=O)\N=C\1/SC=CN1Cc2ccc(Cl)cc2Cl,653,nM,7,51887
CHEMBL1789941,306.37,2.88,83.18,N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,677,nM,Homo sapiens,24417533
CHEMBL3262624,390.44,1.29,117.09,N[C@H]1COCC[C@H]1Nc2cc3C=CNC(=O)c3c(Nc4cccc5cc[nH]c45)n2,680,nM,Homo sapiens,24726806
CHEMBL3417194,529.63,4.55,116.68,ONC(=O)CCCCCCC(=O)N1C\C=C\COCc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,684,nM,Homo sapiens,25800646
CHEMBL1089813,485.57,4.96,65.94,COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CN5CCOCC5)cc4C)c3n2,685,nM,,20231096
CHEMBL3417187,501.62,5.54,99.61,ONC(=O)CCCCCCN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,686,nM,Homo sapiens,25800646
CHEMBL1774054,398.41,5.18,98.65,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(cc2F)C#N)n[nH]1,688,nM,,21493067
CHEMBL3403551,327.77,3.14,110.68,Cc1ccc(Cl)cc1c2cc([nH]c2C(=O)N)c3cc(N)ncn3,690,nM,Homo sapiens,25882525
CHEMBL3234876,377.38,4.59,96.25,Cc1cccc(Nc2sc(cc2C(=O)N)c3cccc(c3)C(F)(F)F)n1,690,nM,Homo sapiens,24666646
CHEMBL3330100,293.32,2.46,110.68,Cc1ccccc1c2[nH]c(cc2C(=O)N)c3ccnc(N)n3,695,nM,Homo sapiens,25009002
CHEMBL3354188,366.46,3.28,68.09,COC1CCN(CC1)c2nccc(Nc3cc4c(ccn4C(C)C)cn3)n2,718,nM,Homo sapiens,25383627
CHEMBL1945047,402.49,4.19,70.51,OCCN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,720,nM,1,60939
CHEMBL602183,331.34,3.83,60.94,Oc1ccc(C2Nc3ccccc3c4ccnc5[nH]cc2c45)c(F)c1,720,nM,Homo sapiens,19945871
CHEMBL2376147,446.44,1.55,132.58,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4cc(F)ccc34)C(=O)N5CC(C5)C#N,740,nM,Homo sapiens,23540648
CHEMBL481583,243.69,3.45,54.7,Nc1n[nH]c2ccc(cc12)c3cccc(Cl)c3,740,nM,,19019674
CHEMBL221959,312.37,1.51,88.91,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N,740,nM,Homo sapiens,25369270
CHEMBL1289096,319.28,2.32,54.02,Fc1ccc2c(NC3CC(F)(F)C3)nc4C=CNC(=O)c4c2c1,750,nM,,21044843
CHEMBL1938642,354.43,2,122.7,NC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)N4CCOCC4,761,nM,Homo sapiens,22087750
CHEMBL2207764,492.36,5.3,96.01,CC(=O)Nc1ccc(cc1)c2ccnc(Nc3cccc(NC(=O)c4c(Cl)cccc4Cl)c3)n2,763,nM,Homo sapiens,23127890
CHEMBL482188,358.46,3.11,109.25,Cc1cc(cc2c(N)n[nH]c12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,770,nM,,19019674
CHEMBL1630788,391.41,2.25,90.57,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)S(=O)(=O)CC(F)(F)F,790,nM,Homo sapiens,21105711
CHEMBL481985,301.36,2.66,97.22,CCS(=O)(=O)c1ccc(cc1)c2ccc3[nH]nc(N)c3c2,790,nM,,19019674
CHEMBL1077458,389.45,3.04,79.38,CC(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,795,nM,Homo sapiens,23127890
CHEMBL3116064,366.36,1.14,119.22,C[C@H](Nc1nc(Nc2cn(C)cn2)c3nccnc3n1)c4ncc(F)cn4,800,nM,Homo sapiens,24359159
CHEMBL1650731,361.35,2.33,107.54,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3,815,nM,,21138246
CHEMBL1933345,337.76,4.21,86.72,Oc1ccc(cc1)c2nc(Nc3cccc(Cl)c3)nc4[nH]cnc24,830,nM,,22119465
CHEMBL3417195,543.66,5,116.68,ONC(=O)CCCCCCCC(=O)N1C\C=C\COCc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,835,nM,Homo sapiens,25800646
CHEMBL1081292,406.43,4.9,74.98,COc1ccc(cc1)c2cccc3nc(Nc4cc(OC)c(OC)c(OC)c4)oc23,840,nM,,20138510
CHEMBL1081376,418.84,3.62,85.17,Clc1cccc2C(CCOc12)N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56,840,nM,Homo sapiens,19836234
